transaction_id,month,year,customers,units_sold,revenue,expenses,discount_rate
542,5,2023,398,630,47929.39,37464.51,33.3%
543,Jan,2024,196,465,17357.1,10676.61,0.126
544,10,2021,540,1141,41658.73,18331.87,0.321
545,4,2023,421,522,10960.75,4021.82,0.061
546,1,2022,305,772,30687.67,24449.35,0.204
547,9,2024,657,1204,92016.63,44423.16,0.124
548,7,2025,232,600,54526.29,41958.11,0.147
549,12,2022,404,725,24476.27,15366.97,0.065
550,7,2022,601,879,73693.01,32964.77,0.025
551,6,2021,107,259,21330.88,10796.19,0.243
552,3,2024,443,1037,70939.2,29883.12,0.307
553,Jun,2021,206,339,7082.72,2904.61,0.268
554,11,2021,458,366,18327.66,10915.58,0.019
555,1,2023,289,364,6593.31,4567.79,0.338
556,6,2022,289,360,24859.67,17369.23,0.297
557,Mar,2023,212,307,22371.66,16418.26,0.064
558,3,2024,338,521,45561.13,33220.71,0.345
559,4,2021,348,689,47470.79,18365.23,0.191
560,2,2022,590,1308,40395.93,28959.72,0.204
561,8,2024,498,693,50596.39,"35,758.11",0.036
562,3,2024,239,436,"$24,932.47",13053.69,0.327
563,9,2024,484,1078,57729.21,45194.32,0.243
564,12,2024,526,1.2k,100123.69,47940.59,28.2
565,Jul,2023,353,519,48446.81,36459.74,0.245
566,Mar,FY2024,287,646,39586.62,31476.61,0.174
567,6,2024,288,683,50919.14,27020.08,0.009
568,11,2023,373,924,17444.37,11875.06,0.34
569,11,2021,237,523,42320.57,25681.06,0.338
570,12,2021,377,340,-19335.55,13296.54,0.302
571,Jun,2024,479,912,44263.59,18232.44,0.303
572,8,2023,356,396,16574.05,8060.32,0.305
573,2,2021,547,711,47007.98,29084.81,0.291
574,9,2022,494,1290,24427.53,16288.02,1.8%
575,8,2021,206,291,13146.74,(8440.31),11.7%
576,1,2024,469,1062,52195.82,19945.38,0.274
577,9,2023,355,770,33571.33,12642.8,0.131
578,8,2024,215,578,38965.03,25934.94,0.221
579,8,2023,376,865,22321.94,10727.72,0.097
580,3,2024,260,432,"$40,386.99",15416.77,0.182
581,12,2022,392,892,64447.62,35361.28,0.121
582,4,2021,309,492,18867.84,8424.61,0.169
583,6,2021,309,653,60453.03,38309.66,0.027
584,9,2021,299,284,25917.72,12692.6,0.032
585,1,2023,620,1300,50166.94,17914.72,0.338
586,2,2022.0,580,755,52890.79,36077.66,0.214
587,12,22,285,568,48103.56,38240.64,0.037
588,January,2024,309,342,31034.68,21605.46,0.309
589,7,2023,466,1026,72198.2,(39119.24),0.005
590,6,2025,260,511,19156.79,10758.83,0.335
591,8,2024,554,652,45496.21,(36815.23),0.036
592,8,2024,379,309,15878.24,6248.63,0.262
593,5,2022,404,532,"$27,370.90",18886.48,0.003
594,11,2024,519,1027,66984.49,"43,520.73",0.085
595,10,2023,359,430,36793.03,25652.1,0.005
596,6,2025,451,584,20153.43,9618.81,8.7%
597,11,2024,411,931,60252.78,40143.4,0.028
598,12,2024,334,902,74472.61,54245.29,0.288
599,6,2023,429,515,33728.55,23581.46,0.258
600,1,2022,509,0.9k,21828.5,11447.37,0.322
601,6,2025,548,733,33989.63,26199.64,0.233
602,7,2022,703,1669,88431.29,57145.73,0.087
603,3,2023,347,584,39710.73,31373.54,0.022
604,7,2025,626,1533,62107.19,34695.69,0.008
605,Aug,2022,423,385,21488.53,16884.44,0.037
606,10,2021,189,440,21799.66,14342.69,0.091
607,5,2023,386,363,11723.01,7762.78,0.309
608,2,2025,386,937,66297.76,26645.27,0.101
609,7,2021,289,528,31277.48,16193.49,0.124
610,2,22,320,786,61917.58,30628.4,0.32
611,1,2023,404,609,34672.7,27472.11,0.307
612,1,2023,459,461,22238.76,13567.52,0.176
613,12,2023,464,999,82436.43,62125.68,0.262
614,1,2023,382,641,"41672,76",17726.41,0.236
615,6,2025,486,611,"16528,44",7068.94,0.001
616,9,2024,309,691,51406.86,30433.82,0.056
617,1,2022,334,337,11836.05,7031.03,0.213
618,11,2025,268,345,7743.65,4133.45,0.082
619,12,2023,542,884,45109.38,"27,256.23",0.244
620,3,2021,670,1476,46081.36,26960.04,0.144
621,8,2023,459,856,23013.89,14605.76,0.041
622,3,2023,530,781,22648.09,15293.68,0.072
623,6,2022,523,632,36087.83,19742.12,0.006
624,6,2021,391,932,"$21,731.01",12449.69,0.196
625,4,2022,595,777,"14583,02",10062.55,0.187
626,4,2024,539,1332,108220.88,80772.09,0.17
627,5,2022,551,938,30133.3,22655.35,0.309
628,10,2024,344,596,14202.01,7559.42,0.281
629,9,2025,414,386,33024.61,17602.79,0.19
630,Feb,2025,426,1165,26941.19,17638.65,0.026
631,8,25,564,940,89096.06,54594.31,0.112
632,5,2024,360,446,20065.58,10536.25,0.024
633,12,2024,347,779,53414.6,(36488.57),0.003
634,10,2022,155,191,13169.39,7604.99,0.002
635,7,2021,491,931,21522.56,"15,286.66",0.204
636,7,2023,500,1181,89619.62,65190.3,0.181
637,5,2022,469,957,71921.9,(30915.2),0.068
638,8,2021,316,815,61734.86,47959.8,0.266
639,9,2023,623,1606,100484.4,65035.91,0.055
640,2,2025,548,957,70016.59,33421.93,0.071
641,7,2025,289,355,18003.3,13982.88,0.177
642,1,2022,325,382,"$9,140.04","6,189.57",0.134
643,8,2021,481,1150,44780.82,30245.36,0.092
644,11,2024,543,1454,97419.19,48955.14,0.094
645,11,2025,491,607,38749.88,18382.11,0.232
646,11,2023,306,743,57885.6,40959.86,6.6%
647,06,2023,451,693,35544.43,12960.92,0.091
648,12,2025,355,307,26309.07,12217.84,0.195
649,October,2023,431,623,54288.08,(41661.52),0.114
650,5,2025,388,1009,"$95,556.48",70515.46,0.296
651,12,2023,476,444,11237.05,9208.53,0.114
652,3,2021,235,539,43181.02,"32,527.01",0.349
653,2,2021,297,250,11438.22,8216.73,0.198
654,4,2024,390,555,-37953.31,17422.41,0.005
655,10,2022,494,1148,24105.96,17921.48,0.217
656,2,FY2025,579,1115,73696.24,55735.26,0.205
657,10,2021,437,1010,52577.19,35882.7,0.136
658,2,2021,422,530,33897.53,26651.78,0.325
659,11,2025,464,567,53674.26,43536.56,0.227
660,12,2024,167,402,29371.21,18468.16,0.019
661,Feb,2025,654,1409,65843.19,52187.0,0.059
662,7,2035,359,646,45993.95,31167.98,0.227
663,9,2021,330,683,43811.9,19027.39,0.247
664,12,FY2021,361,617,42830.64,31847.26,0.059
665,September,2021,606,1500,119724.66,95975.17,0.188
666,8,2025,522,927,45372.31,19157.77,0.2
667,12,FY2022,466,916,58302.2,30131.43,0.018
668,4,2021,395,341,-17253.51,6724.48,0.212
669,Nov,2025,284,717,61826.33,27353.65,0.258
670,5,FY2024,494,678,54106.64,44297.2,0.011
671,9,2025,450,1236,66503.89,49763.02,0.022
672,7,2025,518,761,17624.97,14248.22,0.286
673,9,2021,395,372,12733.96,5829.63,0.164
674,3,FY2023,330,441,11366.91,4873.23,0.052
675,Sep,2023,412,558,44343.47,22319.81,0.105
676,2,2022,477,603,16875.12,7940.38,0.124
677,5,2025,365,445,35731.2,14973.28,0.12
678,9,2022,441,1115,33371.11,12977.57,0.17
679,11,2021,488,1174,"$33,529.95",20886.76,0.177
680,2,2023,205,223,14728.68,7049.31,0.171
681,11,2021,410,579,47086.22,17741.15,0.147
682,6,2021,320,549,40530.18,25125.27,0.234
683,Feb,2025,477,681,"$40,470.30",30144.34,0.346
684,8,2023,464,1196,55737.16,24620.68,17.1%
685,12,2024,413,729,60174.39,31282.24,0.301
686,2,FY2025,624,1006,43533.59,24525.75,0.267
687,1,23,390,1054,33214.55,20487.79,0.203
688,1,2025,384,683,46201.8,21161.28,0.193
689,8,2024,597,0.6k,40024.58,17493.83,0.098
690,1,2022,279,345,11067.09,"8,168.44",0.1
691,3,2024,287,444,35264.87,18432.02,0.03
692,10,2022,446,853,70862.38,51310.41,0.061
693,1,2025,287,354,30197.45,14112.61,0.092
694,5,2021,501,401,34101.65,24639.11,0.22
695,4,2021,343,588,26485.81,10437.39,0.17
696,March,2024,475,1254,26440.03,12875.94,0.073
697,Jul,2025,455,789,42531.09,30089.49,0.054
698,1,2024,397,704,35980.64,22687.52,0.35
699,10,2021,356,874,27220.33,9916.85,0.072
700,3,2021,586,867,49691.86,31758.6,0.319
701,1,2022,480,432,8937.3,5443.22,0.153
702,8,2025,891,2208,67062.1,24258.82,0.157
703,7,2021,351,707,28026.07,12094.46,0.133
704,7,2025,459,1102,53106.71,37326.67,0.044
705,3,2023,332,715,44019.1,34629.74,0.136
706,7,2025,510,475,9250.61,6832.72,0.184
707,9,2024,333,496,10077.73,8081.35,0.234
708,3,2023,509,1357,52167.45,33250.9,0.237
709,1,2021,524,1411,121534.85,84753.72,0.097
710,4,2022,365,497,45812.84,16255.94,0.251
711,10,2023,525,1459,"$61,299.47",31249.66,0.028
712,11,2025,596,1004,38253.14,19562.34,0.292
713,2,2022,496,458,11501.19,4905.39,0.208
714,8,2024,397,437,40440.8,22645.06,0.176
715,1,2023,397,843,63933.66,45029.63,0.202
716,9,2022,224,584,47269.2,33363.2,0.019
717,02,2023,306,491,42281.58,32595.48,0.318
718,4,2024.0,629,898,63947.75,30545.77,0.067
719,4,2021,356,590,48370.02,19655.1,0.257
720,3,2023,293,545,21893.63,12733.89,0.105
721,8,2021,255,287,7742.37,4699.21,0.316
722,6,2025,658,979,72877.75,48068.04,0.326
723,4,2021,451,953,83078.5,44677.44,0.114
724,2,2022,572,469,38291.24,27817.09,0.037
725,11,2024,284,294,27490.1,12395.48,0.024
726,11,2021,709,1410,105598.76,38569.78,23.1%
727,5,2022.0,305,349,21545.17,10541.79,0.328
728,12,2024,429,1045,"$97,952.74",46238.13,0.339
729,Oct,2022,191,172,3794.82,2562.43,0.16
730,3,2023,316,395,25783.91,(12088.61),0.202
731,6,2022,549,1340,73373.01,37778.66,0.127
732,1,2024,363,875,37861.09,16971.53,0.03
733,11,2021,237,588,20600.8,10899.18,0.283
734,4,2023,80,195,9284.94,5253.31,0.106
735,9,2021,442,823,16883.64,9683.28,0.143
736,5,FY2024,473,530,36328.08,29296.45,19.7%
737,4,2022,378,618,16661.03,10629.97,0.328
738,1,2021,440,934,22335.52,115406.1,0.193
739,3,2021,559,1358,88420.72,46467.32,0.089
740,2,2022,379,383,17360.29,9447.32,0.237
741,Jul,2022,353,561,17950.3,7605.58,0.29
742,4,2023,444,392,19708.62,8456.1,0.308
743,5,2023,238,429,31885.19,25518.21,0.077
744,4,2024,458,1178,105950.99,82717.81,0.222
745,5,2021,267,615,36229.43,24215.6,0.15
746,11,2024,624,1412,115055.84,"48,188.27",0.292
747,6,2025,564,937,44213.39,34489.92,0.088
748,7,2021,436,1084,59912.23,35445.56,0.108
749,1,2023,201,176,6854.13,2419.5,0.342
750,12,2024,511,139500,67555.61,46771.07,0.121
751,6,2025,545,1467,71613.58,51429.3,0.093
752,1,2021,490,1362,27218.56,17247.27,0.231
753,4,2024,332,888,28372.59,18234.9,0.078
754,9,25,463,654,39290.56,21455.82,0.056
755,10,2021,383,886,77208.94,(30075.97),0.138
756,2,2022,274,274,5282.07,3491.49,0.211
757,November,2024,361,305,25098.74,20282.41,0.047
758,3,2024,346,436,37002.24,29062.96,0.147
759,5,2025,190,162,10191.49,3621.16,0.276
760,4,2022,578,816,17217.49,10787.2,0.139
761,9,FY2024,424,572,41542.53,19840.76,0.316
762,9,2025,473,732,44168.79,16508.94,0.149
763,11,2023,471,588,20819.96,15284.63,0.326
764,11,2023,476,471,24800.28,12613.51,0.305
765,2,2025,71,104,5031.74,3014.37,0.056
766,3,2025,375,0.7k,58253.31,41201.15,0.054
767,11,2024,364,554,27395.9,18340.4,0.02
768,3,2022.0,336,292,"14067,72",9533.23,0.068
769,6,2021,261,671,58355.61,(28578.2),0.08
770,10,2023,513,832,30385.42,20237.31,0.289
771,2,2024,537,855,"$25,681.13",17895.56,0.126
772,6,24,482,1.0k,40082.45,15559.12,0.347
773,8,2024,527,1334,53742.65,30623.11,0.217
774,8,2021,639,1036,52749.45,26650.8,0.197
775,1,2021,375,1000,71059.75,523666.6,0.195
776,9,2022,472,1.1k,21422.39,15737.72,1.25
777,3,2024,305,710,26612.95,20141.06,3.6%
778,8,2023,338,355,33155.11,22104.65,0.296
779,12,2021,562,1117,"$71,982.34",48285.05,0.201
780,5,2022,278,460,18053.18,12840.02,0.079
781,9,2022,293,600,45315.02,20518.44,0.021
782,4,2025,510,541,34982.02,26209.92,0.016
783,6,2023,318,558,49953.38,25277.74,0.163
784,Jun,2021,569,470,11413.06,5381.69,0.01
785,1,2024,291,551,17327.76,8474.8,0.232
786,Oct,2021,649,1772,38775.07,29797.89,0.202
787,6,2023,421,395,9843.6,6225.37,0.119
788,12,2022,764,2012,"$99,206.63",41403.12,0.25
789,3,2023,447,981,85661.25,61875.68,0.237
790,1,2024,197,425,38605.38,(18879.47),0.0
791,8,2023,314,666,"$44,486.00",27978.44,0.006
792,3,24,-334,754,32355.53,21438.01,0.195
793,12,2022.0,314,310,25428.34,19875.98,0.227
794,3,2021,374,376,18407.49,12749.05,0.273
795,11,FY2021,310,405,7692.21,4645.64,0.298
796,12,2022,582,1580,97268.53,57563.21,0.03
797,6,2022,161,32400,15529.94,7189.44,0.033
798,10,2025,525,750,"$19,081.24",8264.88,0.346
799,4,2025,590,1502,142177.53,88701.12,0.284
800,3,2021,121,175,7269.9,3920.44,0.235
801,3,2024,281,299,19941.66,8182.33,0.202
802,11,2025,556,1215,87415.71,61552.19,0.306
803,6,FY2025,631,1286,41629.46,15072.95,0.1
804,11,2023,419,706,46255.11,34667.32,0.069
805,7,FY2022,413,814,48584.27,18969.0,0.02
806,7,FY2024,302,305,19242.53,11657.93,0.082
807,4,2022,552,487,27445.37,"18,497.52",0.088
808,9,2023,477,675,44043.83,34003.14,0.283
809,8,FY2022,610,933,62841.6,35763.49,0.066
810,1,2021,488,1075,65411.36,33919.2,0.319
811,7,2021,296,636,30837.84,21754.22,0.159
812,10,2024,567,921,82866.24,387742.1,0.042
813,4,2023,471,732,16672.64,8494.27,0.177
814,2,2023,429,482,33100.81,27107.65,0.158
815,4,22,281,289,24857.49,13546.54,0.136
816,Jun,2024,217,459,23884.79,15636.65,0.022
817,May,2021,468,516,28256.7,17882.23,0.204
818,11,2023,435,697,30690.65,12571.11,0.137
819,7,2025,480,584,13145.56,8013.69,0.208
820,4,2024,332,844,52688.88,26996.52,0.281
821,9,2025,322,622,54684.64,"29,325.56",0.104
822,6,22,429,466,13822.17,"7,649.22",0.208
823,8,2024,480,1179,28501.59,16363.17,0.221
824,10,2024,598,1469,115062.59,55255.65,0.329
825,5,2022,472,925,83312.13,55482.36,0.168
826,5,2025,116,280,"25533,49",9201.53,0.344
827,9,2024,339,569,38455.67,20344.87,0.019
828,5,2025,371,741,64826.42,34365.21,7.6%
829,12,2023,347,847,"69139,12",43305.99,0.124
830,12,2023,410,983,59678.82,"44,054.20",0.221
831,5,2024,475,773,70931.9,42865.81,0.212
832,1,2022,581,721,47712.25,29517.45,0.065
833,8,2023,437,1017,59293.04,27072.2,0.233
834,7,2024,346,332,17271.04,7370.98,0.065
835,4,2023,362,326,15853.41,9361.48,0.169
836,5,2025,269,421,34780.62,14548.86,0.177
837,6,2025,623,1592,97042.39,77740.83,0.017
838,2,2021,647,644,13777.14,6021.71,0.189
839,10,2025,370,996,82515.35,40383.66,0.027
840,5,25,435,495,13748.49,5608.61,0.181
841,Jan,2022,333,925,65390.28,52052.03,0.05
842,7,2022,265,414,25135.74,9704.31,0.001
843,Jul,2022,558,904,50355.14,27456.55,0.008
844,Oct,2025,586,861,27238.02,10793.32,0.335
845,3,2021,603,862,41610.75,19197.3,0.034
846,1,2021,499,577,45818.75,30627.38,0.191
847,10,2022,517,488,19327.86,9943.62,0.274
848,7,2025,414,1153,"$42,120.97",320508.8,29.1%
849,4,FY2022,359,581,54220.66,23587.03,0.28
850,10,2025,255,374,27779.6,15206.7,0.202
851,11,2021,472,1195,26995.69,18229.21,0.049
852,4,2023,477,778,46867.74,25275.19,0.182
853,11,2023,304,324,9792.16,7796.11,0.308
854,7,2023,615,1607,151617.27,67910.62,0.124
855,Oct,2025,396,648,29517.35,18568.68,0.201
856,10,2025,668,750,40742.98,24858.59,0.2
857,1,2025,501,426,19307.19,13837.46,0.197
858,1,2025,322,425,30392.34,18742.16,0.279
859,1,2021,502,891,25175.23,11903.52,0.147
860,10,2021,595,1189,68433.5,33220.82,0.002
861,8,2023,199,451,8949.58,5592.32,0.33
862,6,FY2022,416,477,25909.21,10181.5,0.219
863,1,2024,157,289,25153.48,11124.34,0.008
864,3,2024,563,1420,88661.98,68146.44,0.209
865,6,2021,384,883,77972.6,48257.07,0.063
866,10,2024,577,771,25670.93,11963.24,0.107
867,3,FY2025,674,1114,72841.56,28287.31,0.031
868,9,2021,579,662,38324.48,17268.15,0.099
869,11,2024,568,470,31961.02,21234.01,0.28
870,5,2022,372,991,19374.66,8181.5,0.31
871,Feb,2025,696,1479,103956.14,81908.91,0.349
872,10,2025,242,542,21742.89,16600.34,0.017
873,4,2025,460,603,21099.05,8754.39,0.301
874,10,2022,392,705,49326.58,22806.7,0.265
875,9,2022,326,528,18029.17,14585.3,0.226
876,6,2025,549,1465,60593.41,43475.09,0.268
877,8,2022,301,645,47831.17,29668.64,7.2%
878,3,2025,385,696,29258.87,16118.98,0.226
879,11,FY2023,319,513,"$19,866.15",8807.79,0.274
880,11,2023,511,1338,62227.54,437522.5,0.314
881,5,2025,379,1028,48320.2,24616.39,0.022
882,7,2023,464,822,21695.91,10127.95,0.111
883,10,2021,451,633,"$53,247.81",40090.2,0.268
884,12,FY2023,445,486,34581.26,27463.1,0.239
885,5,2021,420,878,50321.62,20449.59,0.109
886,12,FY2022,169,406,"34237,65",14192.57,0.333
887,1,2025,563,1296,104353.74,82909.29,11.0%
888,8,2022,269,677,19050.71,"12,980.57",0.26
889,5,2024,282,717,22228.51,8340.32,0.251
890,6,2022,518,906,75542.78,40052.53,0.059
891,2,2024,441,519,38130.71,22505.64,0.212
892,12,2023,567,976,"$79,847.14",59078.46,0.248
893,9,2021,566,863,73963.01,51102.87,0.039
894,9,2023,546,882,76073.64,28313.27,33.6%
895,06,FY2021,547,733,27236.06,(21591.86),0.104
896,02,2021,594,1396,67385.45,27995.25,0.004
897,1,2025,470,722,32853.75,16812.02,0.182
898,8,2021,424,712,"$61,056.44",35876.44,0.178
899,5,2024,398,846,54011.36,"29,442.59",0.148
900,12,2025.0,407,964,31879.36,23447.88,0.227
901,03,2022,276,362,27480.43,16242.34,0.112
902,1,FY2021,142,282,"$26,697.38",14805.65,0.322
903,11,2024,365,441,22155.63,10041.56,0.0
904,7,2022.0,400,1052,87293.61,61007.53,0.059
905,6,2021,458,760,20652.11,12201.78,0.122
906,8,2025,440,681,44838.71,30839.95,0.039
907,5,2024,570,845,"44110,79",29445.09,0.178
908,11,25,366,923,78164.02,27721.5,0.272
909,7,2024,453,800,75192.79,52984.42,0.087
910,4,2024,417,782,73816.46,55586.7,0.034
911,4,2021,302,245,12021.67,5533.99,0.287
912,11,2024,576,0.8k,69379.71,243024.0,0.108
913,12,2022,326,305,9884.61,6040.57,0.102
914,07,2025,328,536,"$25,202.05",19195.78,0.317
915,3,2022,170,172,15722.87,5948.07,0.104
916,3,2021.0,409,571,24365.08,10409.12,0.274
917,4,FY2025,457,478,"11200,13",8707.34,0.067
918,12,2025,313,0.8k,"$45,791.54",17702.67,0.334
919,9,2025,490,557,46650.76,16617.82,0.179
920,11,2021,370,865,77832.06,60500.81,0.287
921,5,2024,400,547,22017.07,11607.74,0.138
922,7,2025,445,840,25461.02,17183.28,0.059
923,12,2022,424,1014,75988.28,49650.83,5.5
924,1,2025,183,346,8557.75,4513.02,0.145
925,3,2024,374,433,20870.93,16601.92,0.049
926,8,2024,405,942,"$24,839.18",20149.32,0.134
927,Mar,2022,339,696,22818.53,9552.52,0.328
928,4,21,560,1475,127344.28,82003.82,0.283
929,July,2022,395,563,37689.86,19496.97,0.052
930,8,2022,356,709,57221.66,30304.48,0.046
931,5,2035,346,484,"$32,667.69",(20660.5),0.244
932,Mar,2025,334,509,41456.94,18486.53,0.164
933,4,2023,357,364,31319.89,16010.01,0.239
934,4,2022,479,407,28951.38,14434.22,0.02
935,6,2025,252,396,9585.07,4017.74,0.104
936,3,2024,490,479,42216.01,14895.59,0.169
937,1,2025,375,994,"$30,267.78",24333.52,0.072
938,11,2021,332,757,45491.27,34832.89,0.194
939,1,2023,253,286,25330.92,12768.91,0.13
940,9,2023,438,1016,44794.84,35722.51,0.258
941,11,2023,534,480,18141.04,10314.4,0.079
942,2,2022,449,1027,91176.05,50071.33,0.12
943,2,2024,412,732,32996.39,256542.9,0.199
944,3,2024,484,1124,90492.25,46211.59,0.152
945,11,2022,372,888,80325.29,51641.84,0.26
946,8,FY2024,540,1301,108071.54,57891.23,0.018
947,2,2024,620,1054,79756.35,41296.38,0.222
948,6,2023,306,358,-27101.12,16436.21,0.071
949,3,FY2021,541,954,33041.24,26585.56,0.25
950,9,2023,318,863,43915.56,25176.67,0.314
951,2,2025,642,837,43857.07,17894.62,0.072
952,1,2022,446,357,7505.36,6074.26,0.085
953,Feb,2025,535,1017,30298.59,20973.13,0.21
954,Aug,2024,475,1074,82988.51,67091.47,0.201
955,8,2021,569,533,46424.08,18853.24,0.115
956,7,2023,260,632,40443.61,21637.68,0.166
957,6,2023,370,939,23274.38,16643.4,0.297
958,5,2022,529,0.6k,31449.06,13453.43,0.247
959,1,2021,682,813,27889.5,10305.27,0.113
960,1,2025,488,936,78681.09,52201.43,0.152
961,13,2024,425,560,12357.89,8542.51,0.042
962,7,2022,512,719,"$42,421.19",26100.73,0.21
963,11,2023,372,756,70063.1,48482.73,0.323
964,Dec,2023,287,667,42395.99,18664.88,0.233
965,6,2025,583,1037,60878.7,30876.95,0.182
966,11,2022,616,736,58878.84,25748.61,0.03
967,11,2022,650,1089,42808.66,"26,213.47",0.121
968,9,2023,327,871,77557.04,45457.33,0.115
969,5,2022,170,448,8478.06,5170.12,0.259
970,3,2023,381,674,16564.25,13368.29,0.181
971,01,2035,255,450,22970.03,8848.08,0.037
972,5,2024,491,1215,44306.36,19567.03,0.177
973,12,2023,301,262,5780.06,4289.13,4.1%
974,12,2025,443,394,20377.01,15215.04,0.092
975,9,FY2025,357,60600,37860.58,23410.19,0.116
976,11,2023,409,0.6k,15332.86,(8009.81),0.035
977,9,2022,611,837,55718.52,31433.9,0.169
978,10,2023,516,1194,47411.01,23680.79,0.324
979,10,2025,417,1094,71107.76,43148.99,0.087
980,Jun,2025,337,500,41803.86,25618.76,18.0%
981,8,2023,407,816,19696.66,13217.71,0.326
982,7,2024,467,911,25244.61,15737.72,0.268
983,Jul,2022.0,535,1122,97885.71,62945.16,0.046
984,1,2022,391,554,18580.17,14439.55,0.266
985,6,2024,277,323,24627.7,14108.08,0.079
986,5,2023,546,1110,23427.33,11790.98,0.164
987,3,2024,373,450,34747.97,19110.95,0.198
988,3,2023,383,322,6649.69,3720.75,0.286
989,11,2025,523,824,67466.29,27852.58,0.327
990,12,2024,429,987,89306.47,59657.62,0.127
991,5,2021,406,594,42745.58,30336.48,0.325
992,Nov,2022.0,446,539,42821.31,29851.45,0.022
993,8,2023,239,336,31478.8,20527.49,0.251
994,7,2022,326,897,"$42,198.95",(30672.93),0.152
995,1,2023,395,1064,37075.53,18660.99,0.265
996,January,2024,447,709,45966.08,25692.72,0.26
997,2,2025,390,443,20076.49,10800.99,0.02
998,3,2024,193,379,32629.79,13747.56,0.209
999,12,2021,314,691,34291.79,20135.44,0.003
1000,9,2022,635,1386,95527.81,35158.86,0.129
